Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Payload_Data,Malware_Indicators,Anomaly_Scores,Alerts_Warnings,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geo_City_location_Data,Proxy_Information,Firewall_Logs,IDS_IPS_Alerts,Log_Source
10.42.0.211-10.42.0.1-7702-53-17,16-04-20 13:21,13.234.28.228,128.253.57.109,4518,33404,TCP,1283,Control,HTTP,Et deleniti nam vitae eum dolore. Tempora placeat aliquid. Exercitationem totam fugiat iusto.,NA,48.82,Alert Triggered,Intrusion,Known Pattern B,Logged,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/28.0.888.0 Safari/534.2",Segment C,"Bhimavaram, Arunachal Pradesh",NA,Log Data,Alert Data,Firewall
151.101.1.140-10.42.0.151-443-60708-6,14-03-22 7:36,104.243.144.95,58.237.150.152,28055,40138,ICMP,92,Data,DNS,Voluptatibus dignissimos ea illo assumenda vero. Amet nisi magnam laborum. Saepe molestiae eius exercitationem reprehenderit.,IoC Detected,70.86,Alert Triggered,Malware,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/9.7x4761.0 Mobile/47M728 Safari/531.1",Segment A,"Giridih, Uttar Pradesh",222.119.210.224,NA,Alert Data,Server
198.105.244.11-10.42.0.151-80-48875-6,01-02-21 2:27,154.224.193.36,65.248.223.69,49245,23740,TCP,616,Data,HTTP,Labore sunt ipsum esse quia reprehenderit. Corporis reprehenderit saepe nisi facilis temporibus cum. Ipsa saepe earum minus similique sapiente.,IoC Detected,59.2,Alert Triggered,Malware,Known Pattern B,Logged,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/16.0.866.0 Safari/536.2",Segment A,"Tadipatri, Rajasthan",59.36.234.249,NA,Alert Data,Firewall
10.42.0.211-103.235.46.39-40646-80-6,18-12-22 21:41,21.135.139.36,32.135.139.149,29856,58670,ICMP,1484,Data,DNS,"Error beatae quae in commodi. Ipsa dolores quasi optio eveniet.
Suscipit quia pariatur exercitationem veniam. Quaerat repudiandae magni architecto cumque nesciunt tenetur. Possimus in accusamus aut.",NA,69.42,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ga-IE) AppleWebKit/533.44.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.44.5",Segment C,"Allahabad, Jharkhand",208.244.241.115,NA,NA,Firewall
239.255.255.250-10.42.0.1-1900-35024-17,16-10-20 11:28,179.55.215.166,190.230.140.37,33105,52503,TCP,215,Control,FTP,"Expedita dolores magnam corrupti. Blanditiis rem ex. Aperiam magni nostrum.
Nemo quod possimus aliquam debitis. Eius culpa quos voluptas iure harum.",IoC Detected,31.41,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),Segment B,"Dhanbad, Goa",NA,NA,NA,Server
173.194.208.138-10.42.0.151-443-53828-6,06-05-23 15:36,147.224.223.245,132.28.127.175,16217,62216,TCP,1182,Control,DNS,"Nam dolore tempore expedita. Ducimus veritatis recusandae doloremque itaque sint et.
Laboriosam amet quos. Atque dolor minus doloribus tempore amet.",NA,23.22,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Mozilla/5.0 (Windows NT 6.2; ha-NG; rv:1.9.2.20) Gecko/9239-09-09 10:19:57 Firefox/5.0,Segment B,"Munger, Meghalaya",184.27.105.131,NA,Alert Data,Server
203.205.158.34-10.42.0.211-80-37950-6,04-02-23 19:24,85.59.92.178,221.249.253.250,20994,41886,TCP,556,Data,FTP,"Dicta in voluptas ipsam. Sed ullam soluta tempore.
Aut eaque cum provident suscipit voluptatibus. Rem qui quod asperiores. Incidunt voluptates doloremque eius asperiores.",IoC Detected,71.67,Alert Triggered,Malware,Known Pattern A,Ignored,High,Opera/8.36.(X11; Linux i686; nds-NL) Presto/2.9.177 Version/10.00,Segment C,"Tirunelveli, Meghalaya",NA,NA,NA,Firewall
10.42.0.151-119.146.74.33-41910-443-6,14-05-22 6:55,179.188.31.40,37.208.215.11,1767,54684,UDP,1123,Data,DNS,"Ducimus earum cum reiciendis beatae.
Laudantium laudantium commodi illo sed in. Suscipit consequuntur tempore laborum asperiores. Provident maxime distinctio dolore a.",IoC Detected,1.14,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4 rv:2.0; nr-ZA) AppleWebKit/534.25.2 (KHTML, like Gecko) Version/5.0 Safari/534.25.2",Segment A,"Suryapet, Haryana",NA,NA,NA,Firewall
172.217.2.174-10.42.0.151-443-46738-6,15-03-20 4:26,221.6.242.36,58.26.254.70,47259,21278,TCP,1307,Data,FTP,Ex itaque veritatis perferendis fugiat. Molestiae voluptatibus quam voluptate possimus excepturi. Eos inventore quisquam eum culpa rerum maxime. Iusto tempore eaque repellat.,IoC Detected,2.65,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/21.0.886.0 Safari/532.1",Segment A,"Medininagar, Bihar",NA,NA,Alert Data,Firewall
203.205.158.63-10.42.0.42-80-48932-6,09-10-21 13:27,24.96.204.10,181.242.229.137,23223,10418,ICMP,1167,Data,HTTP,"Repellat molestiae animi totam neque doloremque. Ab dolore molestiae natus quia autem ad. Ex iusto aliquam ipsa temporibus veniam.
Recusandae veniam aliquid harum. Rerum ab error praesentium rem.",IoC Detected,35.86,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.14.7 (KHTML, like Gecko) Version/5.0 Safari/531.14.7",Segment C,"Madanapalle, Punjab",NA,NA,Alert Data,Server
180.149.136.247-10.42.0.211-80-56118-6,02-02-23 10:05,137.82.99.233,17.119.137.229,63129,9887,UDP,599,Control,HTTP,"Omnis doloremque explicabo magnam libero velit quia doloremque.
Inventore voluptatibus corrupti quia eius laudantium.",NA,2.28,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6 rv:2.0; st-ZA) AppleWebKit/535.42.5 (KHTML, like Gecko) Version/4.0 Safari/535.42.5",Segment C,"Farrukhabad, Sikkim",NA,Log Data,NA,Server
10.42.0.211-104.192.110.245-38572-443-6,26-12-22 22:03,157.6.4.165,105.51.233.130,47190,38295,UDP,378,Control,HTTP,"Expedita deserunt provident inventore. Aliquam eos doloribus est. Reiciendis soluta nostrum commodi expedita possimus.
Sequi assumenda tempora saepe impedit culpa enim vero.",NA,97.79,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.1),Segment B,"Bilaspur, West Bengal",52.181.214.247,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-43900-53-17,23-03-21 17:03,10.21.166.77,67.126.128.137,26408,16253,ICMP,639,Data,FTP,Minima eligendi expedita in molestias suscipit. Facere accusantium itaque asperiores odit atque.,IoC Detected,30,Alert Triggered,Malware,Known Pattern B,Logged,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/41.0.808.0 Mobile/47Z517 Safari/533.2",Segment B,"Muzaffarpur, Himachal Pradesh",185.119.185.206,Log Data,NA,Firewall
172.217.12.165-10.42.0.151-443-49662-6,16-01-20 4:40,75.110.84.234,25.238.77.69,30727,19186,ICMP,759,Control,HTTP,Sunt ab magni nisi maxime voluptas nostrum. Dignissimos possimus perferendis provident. Placeat consectetur nesciunt modi.,IoC Detected,56.67,Alert Triggered,Intrusion,Known Pattern A,Logged,High,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2 rv:3.0; tk-TM) AppleWebKit/533.22.5 (KHTML, like Gecko) Version/5.0.3 Safari/533.22.5",Segment C,"Mathura, Goa",NA,Log Data,NA,Firewall
8.0.6.4-8.6.0.1-0-0-0,19-10-20 15:08,152.28.100.155,103.215.251.115,42279,35430,UDP,556,Data,DNS,Soluta nesciunt quae cupiditate. Omnis doloribus quod illo quidem perspiciatis sequi. Id voluptatem eum libero aspernatur omnis numquam.,IoC Detected,10.07,Alert Triggered,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/58.0.875.0 Mobile/21Z027 Safari/533.2",Segment A,"Unnao, Kerala",107.35.128.237,NA,Alert Data,Firewall
10.42.0.211-111.221.77.165-60774-443-17,26-06-21 5:31,134.165.39.54,163.67.80.83,29209,15365,UDP,1395,Control,FTP,Provident perspiciatis a ducimus aliquid sapiente. Necessitatibus officia culpa molestiae molestias impedit voluptatibus facilis. Quo pariatur quis animi. Vitae id itaque dolorem architecto modi.,IoC Detected,1.65,Alert Triggered,Malware,Known Pattern B,Logged,Low,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/10.5h7112.0 Mobile/55A972 Safari/531.0",Segment C,"Mau, Uttar Pradesh",158.15.184.40,Log Data,Alert Data,Server
172.217.3.106-10.42.0.211-443-59024-6,05-04-21 15:50,173.0.101.232,167.201.72.110,52712,24972,TCP,518,Control,FTP,Beatae dolores autem consectetur. Velit suscipit minus explicabo. Corporis a doloremque pariatur occaecati reiciendis.,NA,77.42,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0; rv:1.9.5.20) Gecko/5630-11-18 11:12:38 Firefox/6.0,Segment C,"Thiruvananthapuram, Uttar Pradesh",1.66.31.108,Log Data,NA,Firewall
10.42.0.151-10.42.0.1-2767-53-17,14-09-23 14:43,180.21.36.110,171.143.98.205,60013,9459,UDP,1319,Data,DNS,"Aliquam doloribus eligendi pariatur doloremque veritatis nisi dolorem.
Perspiciatis nobis velit quisquam omnis. Ad architecto est unde repudiandae mollitia. Mollitia delectus adipisci a.",NA,15.91,Alert Triggered,DDoS,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/18.0.836.0 Mobile/96C099 Safari/532.0",Segment B,"North Dumdum, Chhattisgarh",208.238.142.122,NA,Alert Data,Server
216.58.219.202-10.42.0.211-443-35387-6,25-06-23 5:26,17.245.168.144,172.148.196.96,50631,32246,ICMP,181,Control,FTP,Placeat voluptate est saepe nisi iure. Illum iure eius et. Minus recusandae eaque vero dicta. Molestiae eveniet nam doloribus dolores.,NA,52.14,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),Segment A,"Akola, Arunachal Pradesh",NA,Log Data,NA,Server
10.42.0.211-50.17.250.36-43335-443-6,07-05-22 6:10,163.156.225.211,196.250.168.213,15891,4159,TCP,1395,Data,HTTP,Placeat odio quas id repellendus fugiat. Cupiditate libero voluptate perspiciatis.,NA,15.26,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/25.0.826.0 Safari/536.0",Segment A,"Rohtak, Madhya Pradesh",NA,NA,Alert Data,Server
10.42.0.42-123.125.115.164-53727-443-6,15-09-21 21:50,93.64.171.118,183.184.203.195,64751,19076,UDP,550,Control,FTP,"Error officia soluta deserunt fugit eveniet sit. Mollitia omnis beatae modi.
Maiores doloremque aliquid. Explicabo modi explicabo neque aspernatur ipsa iusto.",IoC Detected,68.48,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.0),Segment C,"Baranagar, Assam",41.161.150.67,Log Data,NA,Server
10.42.0.211-10.42.0.1-7142-53-17,12-07-22 14:36,153.157.140.243,175.189.111.126,54505,46043,TCP,362,Data,DNS,Officiis veniam iste corporis ea quae. Ipsum ut libero voluptatibus odit porro. Praesentium debitis veritatis illo.,IoC Detected,64.01,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0; rv:1.9.6.20) Gecko/3743-10-18 08:11:44 Firefox/3.8,Segment B,"Guna, Andhra Pradesh",22.65.163.51,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-11812-53-17,05-02-21 13:39,176.1.180.87,19.139.214.29,53459,21869,ICMP,268,Control,FTP,Voluptatum harum perspiciatis impedit. Voluptates est ipsum iusto. Delectus rerum delectus aliquam quaerat autem.,NA,10.24,Alert Triggered,DDoS,Known Pattern A,Logged,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3 rv:4.0; bho-IN) AppleWebKit/531.37.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.37.2",Segment B,"Bhatpara, Odisha",NA,Log Data,NA,Firewall
10.42.0.211-123.134.184.160-44605-80-6,26-07-22 16:00,135.102.204.146,116.15.39.89,40956,54707,UDP,950,Data,FTP,Ex veritatis voluptas repudiandae. Ipsum maxime nihil reprehenderit repellat. Omnis rem deserunt exercitationem.,IoC Detected,43.88,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Mozilla/5.0 (Android 4.0.2; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,Segment B,"Amravati, West Bengal",188.227.193.79,NA,NA,Server
10.42.0.211-10.42.0.1-49548-53-17,06-11-21 3:21,15.205.125.197,42.207.244.241,16490,49827,UDP,309,Control,FTP,Error adipisci aliquid. Aperiam ratione repudiandae laborum.,IoC Detected,53.62,Alert Triggered,DDoS,Known Pattern A,Logged,High,Opera/8.95.(Windows NT 5.2; ms-MY) Presto/2.9.166 Version/12.00,Segment B,"Jalgaon, Gujarat",NA,NA,Alert Data,Firewall
10.42.0.151-10.42.0.1-60391-53-17,22-03-22 9:16,208.252.94.143,108.254.114.206,39908,10865,UDP,752,Data,FTP,Ea consequatur a deleniti totam architecto vitae. Velit repellendus vero commodi repudiandae iure.,IoC Detected,23.91,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Opera/8.74.(Windows NT 5.2; pl-PL) Presto/2.9.169 Version/10.00,Segment C,"Dharmavaram, Bihar",113.118.16.119,NA,NA,Firewall
172.217.10.109-10.42.0.42-443-53367-6,03-11-22 7:38,141.133.213.127,221.141.126.11,43265,2205,UDP,1073,Data,HTTP,Minus eum dolorem qui maiores cupiditate mollitia dolorem. Recusandae ipsam accusamus expedita omnis maxime rerum. Illum hic molestias minus sit.,IoC Detected,36.38,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/17.0.804.0 Safari/534.1",Segment A,"Hospet, Tripura",1.131.47.57,NA,NA,Server
202.77.129.150-10.42.0.211-80-57104-6,15-09-22 4:09,158.182.27.21,3.235.188.56,31122,60719,UDP,100,Control,HTTP,"Ipsam quis earum eligendi. Ipsam asperiores possimus eveniet nesciunt totam. Deleniti error maxime ab vitae.
Ipsum odio natus quisquam. Iste aperiam ipsum sequi saepe recusandae.",IoC Detected,43.27,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Opera/8.64.(Windows NT 10.0; lij-IT) Presto/2.9.182 Version/11.00,Segment A,"Kavali, Punjab",27.72.239.160,Log Data,Alert Data,Firewall
183.79.248.252-10.42.0.42-443-47735-6,12-09-21 12:09,194.184.66.210,66.97.94.7,51978,5029,ICMP,468,Control,DNS,"Repudiandae consequatur accusamus. Voluptate cum perferendis consectetur eos quas nisi.
Beatae cumque optio suscipit delectus ratione aspernatur. Rerum fugit maiores atque beatae dolorem nulla.",IoC Detected,50.76,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0),Segment B,"Patna, Maharashtra",25.4.21.183,NA,Alert Data,Firewall
172.217.10.74-10.42.0.151-443-37794-6,18-10-20 22:56,212.35.178.127,110.176.148.83,8413,20093,ICMP,268,Control,DNS,Vitae officia perspiciatis facilis explicabo necessitatibus quisquam. Occaecati fuga repudiandae modi error. Officia repellendus nam quod.,IoC Detected,69.68,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Opera/9.38.(X11; Linux i686; fo-FO) Presto/2.9.182 Version/11.00,Segment B,"Allahabad, Telangana",NA,NA,Alert Data,Firewall
10.42.0.211-40.78.71.48-48476-443-6,25-06-21 23:11,9.116.10.211,195.75.108.231,64284,11410,ICMP,1199,Data,DNS,"Velit dolor provident facere libero alias. Alias natus dolore aliquam neque explicabo.
Perferendis dolorem necessitatibus fuga cupiditate eligendi.
Praesentium perferendis sint nam ullam.",NA,51.62,Alert Triggered,Malware,Known Pattern A,Ignored,High,Opera/9.39.(X11; Linux x86_64; gl-ES) Presto/2.9.184 Version/11.00,Segment B,"Mathura, Andhra Pradesh",NA,Log Data,NA,Server
10.42.0.211-23.206.166.62-57616-80-6,06-04-21 0:17,191.161.123.254,196.44.216.97,57672,47148,TCP,778,Control,FTP,Fugiat totam quod enim. Praesentium possimus error aliquid cupiditate repudiandae nisi. Perspiciatis aliquid officia veniam.,IoC Detected,18.11,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Mozilla/5.0 (Windows NT 5.01; uz-UZ; rv:1.9.1.20) Gecko/5715-05-04 11:51:22 Firefox/15.0,Segment A,"Berhampore, Tamil Nadu",NA,Log Data,NA,Firewall
172.217.11.10-10.42.0.151-443-36800-6,06-07-20 11:27,81.81.61.230,172.159.179.194,59365,36117,UDP,1331,Control,FTP,Iure ullam aliquam placeat cum. Esse iusto corporis quaerat nemo labore expedita.,NA,69.61,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6; rv:1.9.2.20) Gecko/8283-10-12 03:03:11 Firefox/3.6.3,Segment B,"Panchkula, Punjab",69.159.152.227,NA,Alert Data,Server
10.42.0.211-123.125.29.220-56058-80-6,03-05-21 7:02,138.171.106.108,215.176.224.28,38251,20473,TCP,621,Control,HTTP,Culpa voluptate laborum voluptas ut soluta eius ut. Unde esse quis itaque pariatur.,NA,50.32,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/15.0.875.0 Safari/535.1",Segment B,"Kurnool, Uttar Pradesh",15.55.113.200,Log Data,Alert Data,Firewall
10.42.0.1-10.42.0.42-53-30903-17,16-06-22 0:08,125.219.123.65,59.48.88.157,3485,21113,UDP,778,Data,FTP,Quis fugit eligendi quo alias culpa.,IoC Detected,82.72,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Opera/9.77.(Windows NT 6.1; hi-IN) Presto/2.9.170 Version/11.00,Segment C,"Visakhapatnam, Uttar Pradesh",154.19.70.8,NA,Alert Data,Server
172.217.3.98-10.42.0.211-443-52501-6,25-03-21 9:37,203.250.158.183,208.151.134.213,40572,31976,UDP,1311,Data,HTTP,Sed numquam fuga impedit facere in. Ab iusto omnis provident. Unde deleniti corporis cumque corporis architecto deserunt.,NA,16.19,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Mozilla/5.0 (Windows NT 10.0; cv-RU; rv:1.9.1.20) Gecko/3640-09-09 04:50:57 Firefox/14.0,Segment B,"Guwahati, Kerala",NA,NA,NA,Firewall
172.217.10.110-10.42.0.151-443-42558-6,03-07-22 11:53,199.24.253.237,85.216.148.127,4756,23497,ICMP,431,Control,DNS,Incidunt illo ad tenetur at. Blanditiis delectus molestiae nobis tenetur quis impedit. Fugit labore fugit sunt doloremque mollitia dolorum.,NA,32.04,Alert Triggered,DDoS,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/42.0.877.0 Mobile/22L522 Safari/534.1",Segment B,"Ichalkaranji, Goa",NA,NA,Alert Data,Firewall
10.42.0.211-31.13.65.52-53779-443-6,28-05-23 3:55,179.185.65.179,213.81.119.202,6230,14251,UDP,1397,Data,HTTP,"Iste cumque provident accusamus consectetur consequatur laboriosam.
Accusamus numquam placeat et placeat laborum quisquam. Delectus repellendus commodi beatae.",NA,85.96,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_7 rv:3.0; mni-IN) AppleWebKit/533.21.2 (KHTML, like Gecko) Version/5.1 Safari/533.21.2",Segment B,"Ramagundam, Sikkim",NA,NA,NA,Firewall
183.79.250.123-10.42.0.211-443-33951-6,12-05-23 11:44,3.170.25.186,68.0.152.209,5486,11149,TCP,100,Data,FTP,"Sint ducimus hic sunt. Quisquam maiores et. Provident voluptatum reprehenderit beatae quod.
Soluta incidunt magnam voluptates itaque veritatis. Quia impedit aspernatur voluptas veniam.",IoC Detected,41.52,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Opera/8.90.(X11; Linux i686; ne-NP) Presto/2.9.181 Version/12.00,Segment A,"Vasai-Virar, Punjab",NA,NA,NA,Firewall
151.101.45.140-10.42.0.211-443-48547-6,30-07-20 23:47,60.165.133.112,168.164.66.105,30086,61511,TCP,463,Data,DNS,"Ratione fugiat error praesentium consequatur quos dolor esse. Distinctio veniam repellendus cum labore.
Facilis maxime deleniti quod aperiam sed sapiente.",NA,73.22,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/35.0.869.0 Safari/535.2",Segment A,"Tinsukia, Jharkhand",NA,Log Data,Alert Data,Server
10.42.0.151-121.29.54.142-59448-80-6,10-01-23 18:58,64.96.79.51,11.178.144.74,13044,61404,UDP,1052,Control,HTTP,Impedit facilis commodi quo. Eveniet autem ratione beatae occaecati ratione. Vel numquam expedita accusamus placeat debitis.,NA,50.11,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/34.0.830.0 Mobile/29F303 Safari/536.1",Segment A,"Madhyamgram, Andhra Pradesh",19.187.158.214,Log Data,Alert Data,Firewall
192.229.173.173-10.42.0.151-80-38490-6,27-08-23 5:25,66.110.87.227,16.193.196.100,20954,55271,UDP,313,Control,HTTP,"Exercitationem nesciunt vitae minus. Quod iure velit maxime adipisci.
Fugit quisquam laboriosam libero facilis ratione nihil. Molestiae voluptatem magnam consectetur maiores. Quod explicabo ullam.",IoC Detected,45.17,Alert Triggered,DDoS,Known Pattern A,Logged,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0 rv:2.0; raj-IN) AppleWebKit/535.19.3 (KHTML, like Gecko) Version/5.0.4 Safari/535.19.3",Segment A,"Raichur, Sikkim",134.25.94.202,NA,NA,Firewall
10.42.0.211-23.219.23.166-50692-80-6,24-08-20 9:57,185.37.82.200,20.7.13.133,41560,30405,TCP,400,Control,HTTP,"Voluptate similique nesciunt odio voluptate modi. Esse eos omnis at vero eligendi.
Sint sequi aut hic laudantium neque eos vel. Quas at voluptate.",IoC Detected,23.23,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),Segment A,"Thiruvananthapuram, Kerala",NA,NA,Alert Data,Firewall
219.142.78.162-10.42.0.151-80-54668-6,01-02-21 11:51,59.148.125.103,23.3.16.249,40273,37775,ICMP,1065,Data,DNS,Eveniet minus maxime quidem modi voluptas nam. At aliquid quod esse. Officia illum sed odit totam sit facilis quae.,NA,84.78,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/27.0.850.0 Mobile/98N415 Safari/532.2",Segment A,"Nellore, Nagaland",56.22.213.107,Log Data,NA,Firewall
10.42.0.151-64.71.142.96-60882-443-6,10-07-22 8:19,178.211.53.83,113.44.168.12,2880,29283,ICMP,1287,Control,HTTP,"Saepe et impedit tempora. Veritatis rerum ratione dolore quos dolor nisi.
Delectus architecto earum. Hic accusantium beatae sapiente ullam. Alias magni doloremque soluta.",IoC Detected,80.03,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),Segment A,"Jaipur, Uttarakhand",210.52.214.164,Log Data,Alert Data,Firewall
10.42.0.42-106.11.94.6-59611-443-6,22-05-20 3:46,81.167.232.240,12.166.203.73,43141,13356,ICMP,592,Control,DNS,Error perspiciatis at nesciunt culpa. Tempore voluptatum reprehenderit quaerat temporibus veniam vitae. Atque aperiam expedita.,IoC Detected,94.76,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/35.0.860.0 Safari/531.0",Segment B,"Nagaon, West Bengal",NA,Log Data,Alert Data,Server
10.42.0.211-104.192.108.27-36464-80-6,13-02-21 16:31,114.12.68.246,117.198.175.239,48216,41813,TCP,691,Control,HTTP,"Iure doloribus reiciendis sint officiis facilis officiis.
Eius impedit laudantium voluptates quo deserunt autem. Impedit rerum iste voluptate sequi adipisci est.",NA,18.34,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment B,"Suryapet, Bihar",205.241.162.126,Log Data,Alert Data,Server
10.42.0.211-122.225.81.61-40754-80-6,13-03-20 8:12,1.243.228.132,136.60.48.182,34188,48759,ICMP,162,Data,HTTP,Nihil soluta id accusamus tenetur iusto quidem. Rem excepturi voluptatum delectus quis reprehenderit totam. Nesciunt qui laboriosam ipsum corporis.,NA,41.5,Alert Triggered,DDoS,Known Pattern A,Logged,High,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3; rv:1.9.2.20) Gecko/5360-02-03 23:33:31 Firefox/3.8,Segment A,"Lucknow, Sikkim",153.10.57.106,NA,NA,Server
10.42.0.1-10.42.0.42-53-19854-17,14-01-21 12:11,61.249.165.181,44.101.3.219,10745,15952,ICMP,1059,Data,HTTP,Provident accusantium quisquam sapiente. Sapiente id eveniet rerum.,NA,96.87,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Opera/9.62.(Windows NT 5.01; ja-JP) Presto/2.9.189 Version/12.00,Segment B,"Gurgaon, Rajasthan",NA,Log Data,Alert Data,Firewall
10.42.0.211-66.102.255.40-33138-443-6,22-02-23 16:32,145.125.103.161,88.215.99.220,63260,45383,TCP,107,Data,HTTP,Numquam fugiat eius earum exercitationem. Neque alias magnam rem nesciunt quod.,IoC Detected,3.39,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7243-09-05 15:48:39 Firefox/3.8,Segment B,"Thiruvananthapuram, Haryana",NA,NA,NA,Server
